
Analysis:Shaft_Bending_Stress_Analysis, Loadset:LoadSet1
max_beam_bending, 0
max_beam_tensile, 0
max_beam_torsion, 0
max_beam_total, 0
max_disp_mag, 0.00307504, -0.127, 0, -3.30698e-017
max_disp_x, 0.00294334, 1.5553e-017, 0, 0.127
max_disp_y, 0.000951895, 0.126994, 0.0780519, -0.00121052
max_disp_z, -5.54447e-005, 0.08471, 0.339489, -0.0946216
max_prin_mag, 6.56836e+008, -0.124721, 0.395, 0.00834306
max_rot_mag, 0, 0.113528, 0.577705, 0.00196241
max_rot_x, 0, 0.0999091, 3.2041, 0.0502202
max_rot_y, 0, 0.0999091, 3.2041, 0.0502202
max_rot_z, 0, 0.0999091, 3.2041, 0.0502202
max_stress_prin, 6.56836e+008, -0.124721, 0.395, 0.00834306
max_stress_vm, 4.61267e+008, -0.124721, 0.395, 0.00834306
max_stress_xx, 3.72416e+008, -0.124721, 0.395, 0.00834306
max_stress_xy, -2.46134e+008, -0.124721, 0.395, 0.00834306
max_stress_xz, -3.13158e+007, 0.102559, 0.395, 0.0714609
max_stress_yy, 4.61194e+008, -0.124843, 0.395, 0.00625926
max_stress_yz, -8.00381e+007, 0.102559, 0.395, 0.0714609
max_stress_zz, 2.45929e+008, -0.124721, 0.395, 0.00834306
min_stress_prin, -4.29827e+008, 0.102559, 0.395, 0.0714609
strain_energy, 135.389
Measure1, 4.61267e+008, -0.124721, 0.395, 0.00834306
