
Analysis:Shaft_Bending_Stress_Analysis, Loadset:LoadSet1
max_beam_bending, 0
max_beam_tensile, 0
max_beam_torsion, 0
max_beam_total, 0
max_disp_mag, 0.0364575, 0.00822087, 0, -0.124729
max_disp_x, 0.0364304, 0.00822087, 0, -0.124729
max_disp_y, -0.000604648, -0.127, 0, 0.005
max_disp_z, -0.0263284, -0.127, 0.0106152, 0.005
max_prin_mag, -9.85243e+008, 0.03, 2.08274, 0.09375
max_rot_mag, 0, -0.03, 1.85823, 0.121347
max_rot_x, 0, -0.126475, 0.0680874, -0.0025
max_rot_y, 0, -0.126475, 0.0680874, -0.0025
max_rot_z, 0, -0.126475, 0.0680874, -0.0025
max_stress_prin, 8.96654e+008, -0.0296916, 2.0866, 0.0931888
max_stress_vm, 1.44681e+009, 0.03, 2.0814, 0.0949809
max_stress_xx, -5.85292e+008, 0.03, 2.0814, 0.0949809
max_stress_xy, 2.19896e+008, 0.03, 2.0814, 0.0949809
max_stress_xz, 6.19263e+008, 0.03, 2.0814, 0.0949809
max_stress_yy, -5.44055e+008, 0.03, 2.08274, 0.09375
max_stress_yz, -1.97185e+008, 0.03, 2.08274, 0.09375
max_stress_zz, 7.78081e+008, -0.0296916, 2.0866, 0.0931888
min_stress_prin, -9.85243e+008, 0.03, 2.08274, 0.09375
strain_energy, 5136.06
Measure1, 1.44681e+009, 0.03, 2.0814, 0.0949809
